id,userId,content,media,topics,visibility,createdAt
ad07ccc6-9944-4601-a931-78d9659b0d57,403306ac-beb2-4d9b-91af-662a4cee1777,"Triển khai xong dashboard realtime cho graph databases, nhìn metrics chạy sướng mắt. #graphdatabases #llmops",,graph databases|llmops,friends,2025-06-18T00:11:43.056Z
73d791a2-5cd8-42dc-a167-e45166a50602,022e0c39-4c6d-4358-a2c7-5de0aef95b7e,Một chút suy nghĩ về cách ứng dụng data warehousing vào lĩnh vực bán lẻ. #datawarehousing #datavisualization,,data warehousing|data visualization,connections,2024-12-30T02:21:10.073Z
1ef2ecf9-761c-48eb-9d74-0036ff3860f1,022e0c39-4c6d-4358-a2c7-5de0aef95b7e,"Thử nghiệm mô hình data warehousing với bộ dữ liệu hơn 5TB, kết quả vượt kỳ vọng. #datawarehousing #productdesign",,data warehousing|product design,friends,2024-03-29T06:47:39.709Z
2c02b711-14a9-4084-85af-baad00e50373,ebd05fd8-d2c3-4759-9ca3-ee20beca5dc0,"Vừa hoàn thiện bản demo natural language processing cho đội dự án, học thêm được khối kiến thức mới! #naturallanguageprocessing #genai #informationretrieval",,natural language processing|gen ai|information retrieval|hadoop,connections,2025-04-12T11:58:26.536Z
6d517a18-a102-48d6-a07d-d40b4e2ddd76,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,"Đang tối ưu hệ thống neo4j tại CAFEX, kết quả đầu tiên khá khả quan. #neo4j #gcp #promptengineering",,neo4j|gcp|prompt engineering|microservices,friends,2025-05-24T13:13:12.415Z
9fd79fda-3038-48c5-bb59-d6c036bf5f85,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,"Triển khai xong dashboard realtime cho information retrieval, nhìn metrics chạy sướng mắt. #informationretrieval #reinforcementlearning #kafka",,information retrieval|reinforcement learning|kafka,friends,2025-08-01T07:31:01.217Z
89fe87b6-5725-4e1e-9144-9e6d08d4ad54,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,"Viết xong blog nhỏ về information retrieval, hy vọng giúp ích cho cộng đồng. #informationretrieval #realtimeanalytics #azure",,information retrieval|real-time analytics|azure,friends,2025-08-24T01:12:06.479Z
4fe5eb36-02c5-40a6-9e15-483685b261fd,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,"Đang tối ưu hệ thống information retrieval tại CAFEX, kết quả đầu tiên khá khả quan. #informationretrieval #bigdata",,information retrieval|big data,friends,2025-06-18T21:05:36.172Z
585f6762-a663-4401-b6eb-1b295877c8dd,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,"Chia sẻ chút kinh nghiệm triển khai pipeline product design quy mô lớn, anh em ai quan tâm thì hỏi nhé. #productdesign #datavisualization #llmops",,product design|data visualization|llmops,friends,2025-09-20T15:42:58.932Z
4d5dcc87-38fa-45d3-b8f5-45eb24b09583,2bf761de-e3fd-49d3-8c17-aeda8904a2b9,Tổng hợp vài tài liệu hay về neo4j mà mình đã đọc gần đây. #neo4j #kafka,,neo4j|kafka,connections,2025-07-24T18:13:24.085Z
75249fd0-b627-44d8-95fb-15d455ccd979,073800ad-bc03-4e42-ae1b-569a63f7127b,"Đang tối ưu hệ thống blockchain tại VPBank, kết quả đầu tiên khá khả quan. #blockchain #reinforcementlearning #dataengineering",,blockchain|reinforcement learning|data engineering,friends,2025-02-21T20:20:50.267Z
28393534-4881-4c01-b053-8fffc41533cd,073800ad-bc03-4e42-ae1b-569a63f7127b,Một chút suy nghĩ về cách ứng dụng blockchain vào lĩnh vực giao thông thông minh. #blockchain #microservices,https://source.unsplash.com/960x540/?workspace&sig=073800adbc1,blockchain|microservices,friends,2025-06-12T21:58:16.158Z
19ac7a22-0660-4914-b7f9-63fae1d1df49,073800ad-bc03-4e42-ae1b-569a63f7127b,Tổng hợp vài tài liệu hay về microservices mà mình đã đọc gần đây. #microservices #healthtech,,microservices|healthtech,friends,2025-09-23T21:26:21.396Z
e569e840-8f31-4c90-bded-0aca9f83af50,073800ad-bc03-4e42-ae1b-569a63f7127b,Tổng hợp vài tài liệu hay về microservices mà mình đã đọc gần đây. #microservices #bigdata,,microservices|big data,friends,2025-04-09T10:05:05.382Z
4cacc666-4cd7-4663-9bb8-7ddca2fd7073,073800ad-bc03-4e42-ae1b-569a63f7127b,"Triển khai xong dashboard realtime cho information retrieval, nhìn metrics chạy sướng mắt. #informationretrieval #hadoop #microservices",,information retrieval|hadoop|microservices|kafka,connections,2025-09-21T00:23:50.304Z
6d70b80f-8172-484b-9d13-e5b29c144ac0,007beaf9-4683-4148-8b3e-bdc866f720b5,"Viết xong blog nhỏ về llmops, hy vọng giúp ích cho cộng đồng. #llmops #microservices #spark",https://source.unsplash.com/960x540/?infrastructure&sig=007beaf9460,llmops|microservices|spark,public,2025-04-01T12:42:32.210Z
4bc73740-2a6b-4f0a-9556-4136473659e9,007beaf9-4683-4148-8b3e-bdc866f720b5,"Vừa hoàn thiện bản demo product design cho đội dự án, học thêm được khối kiến thức mới! #productdesign #gcp #cloudcomputing",https://source.unsplash.com/960x540/?cloud&sig=007beaf9461,product design|gcp|cloud computing|data governance,public,2025-01-10T09:36:49.497Z
9c67d179-95ac-416a-8112-a16d9834f028,007beaf9-4683-4148-8b3e-bdc866f720b5,"Vừa hoàn thiện bản demo product design cho đội dự án, học thêm được khối kiến thức mới! #productdesign #datagovernance #dataprivacy",,product design|data governance|data privacy,public,2025-05-09T11:17:06.121Z
3863bf0d-97bf-4dad-8d7c-09c31b0751b8,a6fd43ab-3d48-4643-b977-afb67909fc8f,Tổng hợp vài tài liệu hay về golang mà mình đã đọc gần đây. #golang #graphdatabases #healthtech,,golang|graph databases|healthtech|reinforcement learning,friends,2025-06-18T02:18:52.314Z
6c5bd77a-a3c3-429c-806d-9ad5f7f577f2,a6fd43ab-3d48-4643-b977-afb67909fc8f,"Triển khai xong dashboard realtime cho mobile development, nhìn metrics chạy sướng mắt. #mobiledevelopment #productdesign #neo4j",,mobile development|product design|neo4j,friends,2025-08-01T19:39:07.021Z
0fd9a567-35fe-4afa-8428-cd826cf10e6e,a6fd43ab-3d48-4643-b977-afb67909fc8f,"Tối nay có buổi thảo luận về mobile development tại Đà Nẵng, ai rảnh join cùng mình nhen! #mobiledevelopment #python #gcp",,mobile development|python|gcp|machine learning,friends,2025-08-31T14:13:12.919Z
0efe73c0-db1d-4046-92f6-3b1d4e2fc3ba,a6fd43ab-3d48-4643-b977-afb67909fc8f,Một chút suy nghĩ về cách ứng dụng mobile development vào lĩnh vực bán lẻ. #mobiledevelopment #nosql #bigdata,,mobile development|nosql|big data,friends,2025-08-16T04:25:38.839Z
17fffb54-c4c1-4436-bd08-da9094432d24,a6fd43ab-3d48-4643-b977-afb67909fc8f,"Vừa hoàn thiện bản demo golang cho đội dự án, học thêm được khối kiến thức mới! #golang #blockchain #promptengineering",https://source.unsplash.com/960x540/?innovation&sig=a6fd43ab3d4,golang|blockchain|prompt engineering,friends,2025-07-06T03:24:04.546Z
eb7520c9-4a63-4037-82c2-c4ace76ea3e5,a6fd43ab-3d48-4643-b977-afb67909fc8f,"Vừa hoàn thiện bản demo golang cho đội dự án, học thêm được khối kiến thức mới! #golang #dataprivacy #fintech",,golang|data privacy|fintech,public,2025-08-04T14:08:44.871Z
cf18ec48-0937-4008-881b-5b965ebf5d7d,fa2c0da3-57b4-446b-bf42-a9fd7fc18d48,"Team đang tuyển thêm người đam mê gcp để scaling sản phẩm, ai hứng thú ib nhé! #gcp #aws #nosql",,gcp|aws|nosql,public,2025-05-25T04:00:19.481Z
97c272f6-215c-4b28-9ac4-f64ff58d7b1a,fa2c0da3-57b4-446b-bf42-a9fd7fc18d48,Một chút suy nghĩ về cách ứng dụng edge computing vào lĩnh vực sản xuất. #edgecomputing #gcp #blockchain,,edge computing|gcp|blockchain|healthtech,friends,2024-04-01T05:52:14.810Z
e0076759-1978-4e1b-91e6-a1fc92b7f98a,fa2c0da3-57b4-446b-bf42-a9fd7fc18d48,"Team đang tuyển thêm người đam mê big data để scaling sản phẩm, ai hứng thú ib nhé! #bigdata #kafka",https://source.unsplash.com/960x540/?technology&sig=fa2c0da3572,big data|kafka,friends,2024-02-20T03:09:30.019Z
6570c2ed-0fbb-4990-bdf5-3a88c785dbdf,fa2c0da3-57b4-446b-bf42-a9fd7fc18d48,"Vừa hoàn thiện bản demo gcp cho đội dự án, học thêm được khối kiến thức mới! #gcp #dataprivacy",https://source.unsplash.com/960x540/?network&sig=fa2c0da3573,gcp|data privacy,friends,2024-10-07T21:26:53.710Z
05d0d9bf-8043-403d-9bf5-1e045ebb8bd2,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,"Thử nghiệm mô hình mobile development với bộ dữ liệu hơn 5TB, kết quả vượt kỳ vọng. #mobiledevelopment #datawarehousing #neo4j",,mobile development|data warehousing|neo4j|python,friends,2025-08-10T11:06:50.471Z
76e1ae72-8529-4111-bf3e-e5f1baabe6f3,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,"Tối nay có buổi thảo luận về data visualization tại Huế, ai rảnh join cùng mình nhen! #datavisualization #dataengineering",,data visualization|data engineering,connections,2025-08-19T09:16:59.811Z
5954dce0-244b-4c55-94c3-3c98a3e8dd0a,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,"Tối nay có buổi thảo luận về mobile development tại Huế, ai rảnh join cùng mình nhen! #mobiledevelopment #naturallanguageprocessing",https://source.unsplash.com/960x540/?data&sig=6e79c23d2b2,mobile development|natural language processing,friends,2024-10-02T16:02:25.416Z
1e0bf60d-43b7-4911-8a35-d63b8957693f,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,"Tối nay có buổi thảo luận về python tại Huế, ai rảnh join cùng mình nhen! #python #edgecomputing #computervision",,python|edge computing|computer vision,friends,2024-10-08T22:10:16.307Z
262879f8-4ced-4ccb-8be3-b54b932302a3,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,"Triển khai xong dashboard realtime cho python, nhìn metrics chạy sướng mắt. #python #cloudcomputing #promptengineering",,python|cloud computing|prompt engineering|gen ai,friends,2025-10-05T05:18:23.974Z
fe3ae5f7-bc0a-482d-ad21-ba3bf11cc8ac,9ec72d48-30c1-4471-9cca-ca9523c86d73,Một chút suy nghĩ về cách ứng dụng healthtech vào lĩnh vực chính phủ số. #healthtech #fintech #realtimeanalytics,https://source.unsplash.com/960x540/?innovation&sig=9ec72d48300,healthtech|fintech|real-time analytics,public,2025-01-23T17:04:51.211Z
0fd203be-7a31-4bf4-94e2-a4d0ad5fb54d,9ec72d48-30c1-4471-9cca-ca9523c86d73,"Viết xong blog nhỏ về healthtech, hy vọng giúp ích cho cộng đồng. #healthtech #aws",,healthtech|aws,friends,2025-06-16T04:19:35.876Z
6b901c40-3d22-426f-ad55-ade075c54fd9,9ec72d48-30c1-4471-9cca-ca9523c86d73,Một chút suy nghĩ về cách ứng dụng real-time analytics vào lĩnh vực ngân hàng. #realtimeanalytics #mobiledevelopment #python,,real-time analytics|mobile development|python,friends,2025-08-10T08:52:34.071Z
b1413638-1a7e-42f3-bbcc-9e88c8a128d6,9ec72d48-30c1-4471-9cca-ca9523c86d73,Một chút suy nghĩ về cách ứng dụng fintech vào lĩnh vực logistics. #fintech #blockchain #distributedsystems,https://source.unsplash.com/960x540/?infrastructure&sig=9ec72d48303,fintech|blockchain|distributed systems|machine learning,public,2024-07-21T10:43:57.579Z
d7fa652d-0e1e-4934-8ddf-6583798b6321,9ec72d48-30c1-4471-9cca-ca9523c86d73,"Vừa hoàn thiện bản demo fintech cho đội dự án, học thêm được khối kiến thức mới! #fintech #smartcity",https://source.unsplash.com/960x540/?infrastructure&sig=9ec72d48304,fintech|smart city,connections,2025-10-05T06:27:25.189Z
9cdd9d4e-c4f9-4efe-a855-696ac3030c87,9ec72d48-30c1-4471-9cca-ca9523c86d73,Tổng hợp vài tài liệu hay về real-time analytics mà mình đã đọc gần đây. #realtimeanalytics #etl #llmops,,real-time analytics|etl|llmops,friends,2024-01-24T10:04:15.495Z
f9a85613-77e7-449a-ac66-9de62f1d0e7b,e7fcf344-6eb8-45f5-8f78-39cdfe15ae35,"Tối nay có buổi thảo luận về etl tại Đà Lạt, ai rảnh join cùng mình nhen! #etl #datagovernance #distributedsystems",,etl|data governance|distributed systems|microservices,friends,2025-09-25T22:45:15.036Z
fd267a6a-8c6f-44eb-a5c0-824d1cceffb3,e7fcf344-6eb8-45f5-8f78-39cdfe15ae35,"Thử nghiệm mô hình aws với bộ dữ liệu hơn 5TB, kết quả vượt kỳ vọng. #aws #datavisualization #llmops",,aws|data visualization|llmops|deep learning,friends,2025-09-06T07:37:37.209Z
392e27e0-76cd-4c3d-82cb-11097598bfea,e7fcf344-6eb8-45f5-8f78-39cdfe15ae35,"Vừa hoàn thiện bản demo etl cho đội dự án, học thêm được khối kiến thức mới! #etl #distributedsystems",https://source.unsplash.com/960x540/?data&sig=e7fcf3446e2,etl|distributed systems,friends,2025-07-09T15:50:24.609Z
7d5d0162-c19c-4910-8e89-c2017d8b0a67,c3f69936-8025-40d2-999c-7df432efff19,"Tối nay có buổi thảo luận về data visualization tại Hạ Long, ai rảnh join cùng mình nhen! #datavisualization #hadoop #healthtech",,data visualization|hadoop|healthtech|information retrieval,friends,2025-04-03T02:11:20.523Z
8e06d8b4-c0f6-4176-83d4-bc917572323c,c3f69936-8025-40d2-999c-7df432efff19,Một chút suy nghĩ về cách ứng dụng product design vào lĩnh vực logistics. #productdesign #kafka #dataprivacy,,product design|kafka|data privacy|natural language processing,public,2024-04-06T05:39:03.934Z
2e1051f8-90cb-4582-873a-9f299a3a2351,b01ee666-a434-4b3a-a04e-77d7f292b3e1,"Triển khai xong dashboard realtime cho reinforcement learning, nhìn metrics chạy sướng mắt. #reinforcementlearning #mobiledevelopment #dataengineering",,reinforcement learning|mobile development|data engineering,friends,2024-10-08T18:17:14.979Z
2fa4bde8-24d2-45ce-aeb1-5a2f92759c4f,b01ee666-a434-4b3a-a04e-77d7f292b3e1,"Chia sẻ chút kinh nghiệm triển khai pipeline reinforcement learning quy mô lớn, anh em ai quan tâm thì hỏi nhé. #reinforcementlearning #llmops #nosql",https://source.unsplash.com/960x540/?network&sig=b01ee666a41,reinforcement learning|llmops|nosql|gen ai,connections,2025-08-10T21:33:40.593Z
10635730-f406-4f7e-8a43-152cfb86fca5,b01ee666-a434-4b3a-a04e-77d7f292b3e1,Một chút suy nghĩ về cách ứng dụng machine learning vào lĩnh vực logistics. #machinelearning #llmops #informationretrieval,,machine learning|llmops|information retrieval,friends,2024-11-23T09:31:00.953Z
9213c9a0-1e6c-4a0a-8483-b6c66931675e,b01ee666-a434-4b3a-a04e-77d7f292b3e1,"Vừa hoàn thiện bản demo reinforcement learning cho đội dự án, học thêm được khối kiến thức mới! #reinforcementlearning #genai #promptengineering",https://source.unsplash.com/960x540/?teamwork&sig=b01ee666a43,reinforcement learning|gen ai|prompt engineering,connections,2024-12-09T16:24:43.221Z
26eb775e-5860-4c60-81fd-54032a0ff054,b01ee666-a434-4b3a-a04e-77d7f292b3e1,"Chia sẻ chút kinh nghiệm triển khai pipeline reinforcement learning quy mô lớn, anh em ai quan tâm thì hỏi nhé. #reinforcementlearning #nosql #microservices",,reinforcement learning|nosql|microservices,friends,2025-04-12T13:01:48.552Z
9bf3ad2f-aa8c-4fb7-a0c8-0db4ddc01fac,b3abbdc2-58c5-442c-a47f-3246102d573f,"Đang tối ưu hệ thống machine learning tại VinAI, kết quả đầu tiên khá khả quan. #machinelearning #mobiledevelopment #informationretrieval",,machine learning|mobile development|information retrieval,friends,2025-01-22T12:30:05.003Z
82103207-06cd-414a-9071-cc3bc72f5469,41d661d8-14c1-4a41-9917-519a997eb8c6,Tổng hợp vài tài liệu hay về gen ai mà mình đã đọc gần đây. #genai #azure #nosql,,gen ai|azure|nosql|microservices,friends,2024-11-30T22:43:37.331Z
4ca5c7c8-0f63-4908-b771-aa9caadc2b9b,41d661d8-14c1-4a41-9917-519a997eb8c6,"Thử nghiệm mô hình reinforcement learning với bộ dữ liệu hơn 5TB, kết quả vượt kỳ vọng. #reinforcementlearning #bigdata #edgecomputing",,reinforcement learning|big data|edge computing|kafka,friends,2025-05-03T02:33:51.714Z
f500872f-01fb-4c2b-97c7-8367dcda9621,41d661d8-14c1-4a41-9917-519a997eb8c6,"Team đang tuyển thêm người đam mê gen ai để scaling sản phẩm, ai hứng thú ib nhé! #genai #dataengineering #bigdata",,gen ai|data engineering|big data|microservices,friends,2025-07-10T11:09:23.456Z
4899ccab-b943-4eb9-8e54-2f302d38a0be,41d661d8-14c1-4a41-9917-519a997eb8c6,"Chia sẻ chút kinh nghiệm triển khai pipeline reinforcement learning quy mô lớn, anh em ai quan tâm thì hỏi nhé. #reinforcementlearning #datavisualization #productdesign",,reinforcement learning|data visualization|product design,friends,2025-01-10T13:34:20.990Z
cf64a096-18e0-45b2-89c9-0c333055d777,41d661d8-14c1-4a41-9917-519a997eb8c6,"Chia sẻ chút kinh nghiệm triển khai pipeline gen ai quy mô lớn, anh em ai quan tâm thì hỏi nhé. #genai #microservices",https://source.unsplash.com/960x540/?innovation&sig=41d661d8144,gen ai|microservices,friends,2025-04-01T13:00:44.203Z
f04b0191-215a-44ec-bd47-23f2a3175ca2,41d661d8-14c1-4a41-9917-519a997eb8c6,"Triển khai xong dashboard realtime cho python, nhìn metrics chạy sướng mắt. #python #informationretrieval",,python|information retrieval,connections,2024-09-27T08:18:55.472Z
aeb016f4-a7e1-434e-95d9-9ca193fdc08f,435d271b-2cd7-488b-937c-ff1e5460aae7,Tổng hợp vài tài liệu hay về etl mà mình đã đọc gần đây. #etl #bigdata #blockchain,https://source.unsplash.com/960x540/?analytics&sig=435d271b2c0,etl|big data|blockchain,public,2024-03-04T11:22:24.077Z
3c747eb5-0a4a-45be-82ec-9dde66baaf5e,2bec9282-c823-4005-b4fe-df4439f72835,"Đang tối ưu hệ thống microservices tại VPBank, kết quả đầu tiên khá khả quan. #microservices #smartcity #recommendationsystems",,microservices|smart city|recommendation systems,friends,2025-04-11T17:54:36.141Z
d26ea456-a683-45fd-82f3-4f5a0539a98a,2bec9282-c823-4005-b4fe-df4439f72835,Tổng hợp vài tài liệu hay về information retrieval mà mình đã đọc gần đây. #informationretrieval #edgecomputing,https://source.unsplash.com/960x540/?analytics&sig=2bec9282c81,information retrieval|edge computing,friends,2025-09-12T07:01:51.756Z
a578c5ce-f769-446c-9ead-af412983f8b1,2bec9282-c823-4005-b4fe-df4439f72835,"Đang tối ưu hệ thống information retrieval tại VPBank, kết quả đầu tiên khá khả quan. #informationretrieval #deeplearning #reinforcementlearning",https://source.unsplash.com/960x540/?infrastructure&sig=2bec9282c82,information retrieval|deep learning|reinforcement learning,friends,2025-04-26T02:18:34.239Z
9f298f31-5e62-416b-9e22-110b67663498,2bec9282-c823-4005-b4fe-df4439f72835,"Thử nghiệm mô hình scala với bộ dữ liệu hơn 5TB, kết quả vượt kỳ vọng. #scala #computervision",,scala|computer vision,friends,2025-09-06T11:30:55.786Z
b97725bd-7db5-48f5-856e-60bc5b864ec4,2bec9282-c823-4005-b4fe-df4439f72835,"Viết xong blog nhỏ về natural language processing, hy vọng giúp ích cho cộng đồng. #naturallanguageprocessing #recommendationsystems #mobiledevelopment",,natural language processing|recommendation systems|mobile development,friends,2024-11-21T18:21:09.154Z
89270055-04c9-4a00-8f6b-c32ac1892783,71abe3b6-e1b1-4d32-b4f3-71fade38923d,"Triển khai xong dashboard realtime cho distributed systems, nhìn metrics chạy sướng mắt. #distributedsystems #promptengineering #datavisualization",,distributed systems|prompt engineering|data visualization|information retrieval,connections,2025-07-07T01:21:00.272Z
d2ee265f-779f-44d7-9880-cf03c35abc58,71abe3b6-e1b1-4d32-b4f3-71fade38923d,"Triển khai xong dashboard realtime cho healthtech, nhìn metrics chạy sướng mắt. #healthtech #realtimeanalytics #cloudcomputing",,healthtech|real-time analytics|cloud computing,connections,2025-04-08T15:33:18.931Z
