id,senderId,targetId,message,createdAt
03c138ff-7d82-4dd6-9d1b-c1584d89638e,b07b7289-5b7b-4d03-9d67-36d1dc244a50,3e1f9a3f-4258-45ce-855d-fd49ebbf2ad1,Mình đang xây dựng dự án python. Hy vọng được kết nối cùng bạn.,2025-04-12T23:00:41.590Z
13014803-600e-4107-8f6c-b8992800df7d,bbcd73fa-c236-4ac0-8ca6-afeac0ac2061,2e851534-3aec-471c-a07c-89f0ffa1c8f8,Mình đang xây dựng dự án spark. Hy vọng được kết nối cùng bạn.,2025-08-23T06:56:43.187Z
d506dc1c-2308-4a21-827a-60b6b7f75b3f,b4bce8b4-2635-4ed2-b26f-fb0524a30cc5,809f10a2-6a70-48c4-a370-8455e0a10165,Cùng tham gia cộng đồng cybersecurity cho vui nhé! Kết nối thôi!,2024-12-22T06:56:13.484Z
06d948a1-73a2-4a14-99f6-dbeb9abe0bcd,9af68ca7-bc23-485b-8dd4-7df33ebab2d5,47199afc-1080-43eb-adb8-afde5ffd6021,Mình có vài câu hỏi về deep learning. Kết bạn để tiện trao đổi nha.,2024-10-07T19:15:03.809Z
255bc3b4-e9ab-41bb-85bf-be1746919f86,cb3e05e6-423b-4986-a15b-dd69e18e652a,4e71101d-598d-434c-9499-12e3f227ef27,"Chào bạn, mình cũng đang nghiên cứu data engineering. Kết nối trao đổi nha!",2025-10-18T10:52:29.809Z
4c5ef61d-e7d5-4300-9df3-4212d6ba5a37,b1dda7a4-ed35-44c6-8cc7-fafed640c812,f50abfba-643b-45ca-9f46-9d1a8d5d6a12,"Hello, bạn có hứng thú với etl không? Mình muốn mở rộng network.",2025-06-27T08:52:50.110Z
0c09f41d-8138-454e-b7ef-a44694a05132,d07ed502-c554-45d2-9a57-f82926f98dd0,922aacf2-122d-4c6c-8efa-fda74d1b2990,"Chào bạn, mình cũng đang nghiên cứu aws. Kết nối trao đổi nha!",2025-03-19T06:07:12.259Z
e8b9e55d-3ca6-4f2f-ac2b-9593e8e58a81,7987adfd-f9aa-4e22-bb4f-f5521626b038,13dcb349-0b8a-4093-ae34-923de53fc352,Mình có vài câu hỏi về hadoop. Kết bạn để tiện trao đổi nha.,2025-08-14T06:27:41.120Z
5f7e52db-f1d0-4a87-8999-ce28593483b2,a93d1574-0974-4f0a-99b9-01fde3cb83fa,5a193e7b-65fd-46c8-af98-432a8dab72d5,Cùng tham gia cộng đồng natural language processing cho vui nhé! Kết nối thôi!,2025-01-17T16:49:14.188Z
4c715712-c3a0-44ba-a2b1-09ab118e67b1,7dd04a52-417a-4c0f-a08e-067b76324225,7482719a-9181-4631-94da-b86f1f52f649,Mình đang xây dựng dự án information retrieval. Hy vọng được kết nối cùng bạn.,2024-12-05T01:36:29.382Z
177eea7c-ba3e-4f1f-8f5b-979bc98281a2,930b4e72-0c6e-42e6-9e49-11589ba4ebcc,580bf8a2-b84b-4985-a91c-84ab2d56c744,Mình có vài câu hỏi về data engineering. Kết bạn để tiện trao đổi nha.,2025-02-23T02:18:32.357Z
96fbe8b9-23ec-4fb6-9acd-da461fb0fb85,2277f29c-332b-4b68-960b-5a27e0a50828,aabecd9d-6f36-4ed6-863b-27afd67a3879,Mình có vài câu hỏi về big data. Kết bạn để tiện trao đổi nha.,2024-11-24T01:44:29.137Z
73471d95-b86d-4776-9397-b160b1913d2f,40950afe-a277-4c70-b05f-e3b3a8981556,ef9d52b7-78a3-4175-9bb0-a92ccc4f7716,Mình có vài câu hỏi về data privacy. Kết bạn để tiện trao đổi nha.,2025-04-13T11:10:30.616Z
62ae8eba-0b81-4b9a-9ead-a43a7abba4dd,bb8fbaec-ea09-42ea-a5a0-d4062f462026,3e3d9a68-f4fd-4963-b552-48a2dcca7c20,Cùng tham gia cộng đồng information retrieval cho vui nhé! Kết nối thôi!,2024-05-15T08:22:35.236Z
a4f35e1d-e3f8-42cf-99b6-6aa6dfa7c141,e388bf95-84b9-4d7f-9d6f-16be1511f478,f5429798-9c16-478c-9075-e666e45b7abe,Thấy bạn chia sẻ nhiều về information retrieval. Mình rất muốn kết nối để học hỏi thêm.,2025-08-04T02:11:49.612Z
cb707b2f-714e-4884-bfa2-d7eea6e561ae,48c4f246-b25e-4f4d-9dfd-64829411b781,a5f940c8-cc90-46fc-9d4b-30331870c04d,Mình đang xây dựng dự án healthtech. Hy vọng được kết nối cùng bạn.,2025-10-26T02:49:06.756Z
11fef45b-6077-449b-ac5f-7a4ad2d43a0f,089179fa-c2f1-4c9f-b70c-39131bfc4ee7,23a9d413-6879-49d4-9d6d-55ef9db7e1cf,"Chào bạn, mình cũng đang nghiên cứu llmops. Kết nối trao đổi nha!",2024-10-30T12:50:15.386Z
12ad73fc-2935-44ad-9ffe-348a3dbd7a49,98b59493-050f-44b9-8590-76ffb286f4e9,cafbb5aa-1d6d-40ec-a90a-c6f0bf25a96d,Mình có vài câu hỏi về deep learning. Kết bạn để tiện trao đổi nha.,2025-08-12T19:05:38.208Z
f9291808-1ea6-436d-8ef5-e9d2a267de49,15fd721b-dee2-4fc6-9742-77e6cd1b8100,b4027a7f-b5b7-494f-ad97-7fb08b411466,Mình đang xây dựng dự án kafka. Hy vọng được kết nối cùng bạn.,2024-12-04T15:39:50.094Z
eea07d72-0451-4828-98e7-97b41cd053d9,7aa281ba-d3e4-4ede-aa2e-adb853c1797e,eea2103c-b88f-4b48-a554-0ca2d49d7e92,"Chào bạn, mình cũng đang nghiên cứu aws. Kết nối trao đổi nha!",2025-07-06T19:31:23.114Z
a73b7254-593d-43cf-9f33-d0463cc26d08,b400d3b4-371d-416f-9516-41d0e77e6e99,0c2b8058-f35b-485d-bfc8-fb7cff3062da,Cùng tham gia cộng đồng healthtech cho vui nhé! Kết nối thôi!,2024-04-12T13:32:18.258Z
18f14b02-1fcf-4c39-8c3a-efbb6317fe40,9a803047-2387-47d3-914c-2fcc5a4a6b51,ad294264-f987-46d6-a901-3807e32b4849,Cùng tham gia cộng đồng etl cho vui nhé! Kết nối thôi!,2025-05-21T10:17:30.366Z
122105f1-13b5-41f2-9ae0-250cb39735bd,8a3d0bb8-aff1-446d-a456-c2f5c225a3ef,ce1b4754-5679-4fec-b03b-183be42adc0d,"Chào bạn, mình cũng đang nghiên cứu real-time analytics. Kết nối trao đổi nha!",2025-08-27T10:01:02.023Z
19c463e8-1547-4b4c-93f8-ced28aec4c21,91137873-6282-4abd-ab8a-f68e0619a5b1,6f3f27fa-477d-4224-9d1a-bec861ed6fc7,"Chào bạn, mình cũng đang nghiên cứu blockchain. Kết nối trao đổi nha!",2025-10-18T20:40:06.661Z
733e548b-8a6d-40c1-bd45-c5b6bbba464a,07e6a476-c1b9-4e35-b2dc-f3b4902acb94,490d9258-a2b8-4630-bdb6-a5966d1ed009,Cùng tham gia cộng đồng microservices cho vui nhé! Kết nối thôi!,2025-09-12T23:11:44.810Z
1fcb95f4-dc7b-4b96-8498-b7766422bc33,78f31ad5-7e26-4eee-a5c4-bc65caeddc96,efed1955-2518-4ae9-bfdc-c0c6a4bf2938,Cùng tham gia cộng đồng etl cho vui nhé! Kết nối thôi!,2025-03-24T22:12:07.000Z
fd8b6241-e2d1-41fd-bedb-39ca9adce72b,08f21469-ed91-4875-b4aa-4a5493ba41c3,3cbb3671-d4fc-484d-af77-eaf12149187c,Cùng tham gia cộng đồng recommendation systems cho vui nhé! Kết nối thôi!,2025-02-09T18:44:03.710Z
e46e05e0-d7e5-4d69-bb47-1b7432a626e3,fa877dfe-d65f-40c5-a9c0-c6895383a157,02866583-80e6-49f1-bcc3-9cbfc1f4b778,Mình đang xây dựng dự án data privacy. Hy vọng được kết nối cùng bạn.,2025-06-30T09:34:52.939Z
e6446c65-34d4-44c1-ba97-efbf6e7e283f,14a349e4-5111-4720-a0d6-3398115ae302,ffbe4711-c953-4c78-87bb-513e7190f19f,Mình đang xây dựng dự án golang. Hy vọng được kết nối cùng bạn.,2025-08-01T19:04:34.557Z
5d9c7d80-798f-4de7-ad91-43532d3f3aae,b3abbdc2-58c5-442c-a47f-3246102d573f,429e6b14-46da-4205-ab26-6c38a19dc9d0,"Hello, bạn có hứng thú với healthtech không? Mình muốn mở rộng network.",2025-07-28T09:48:41.513Z
5d7c352e-0c4e-475b-9ad8-31ef489296bb,7429751e-9920-4c9e-921b-b8327255259d,4646003a-98e7-4411-b883-616942ac9332,"Chào bạn, mình cũng đang nghiên cứu kafka. Kết nối trao đổi nha!",2025-07-22T20:00:15.073Z
7d58d763-4372-464e-8d52-2be58b721e90,2a1e1381-03e6-4deb-934c-a7af9a861cb4,9e675574-7bdd-4d72-94c3-26ba92f51980,Cùng tham gia cộng đồng recommendation systems cho vui nhé! Kết nối thôi!,2025-09-28T03:38:02.143Z
02f7bcbb-7d68-4f2e-8300-e95a3d553f6b,ba8fbc33-0523-44ba-896f-8483565dd2b2,d4435dfe-c0d4-4da6-b416-c0d52d87f24d,Thấy bạn chia sẻ nhiều về azure. Mình rất muốn kết nối để học hỏi thêm.,2025-05-05T23:11:51.203Z
90a075f6-8653-445e-833a-ab45bfc3e05e,3511a5d4-6bdc-4672-98b9-5e58da322b1b,856e09c2-231e-45b7-8739-5818aa0938dd,"Chào bạn, mình cũng đang nghiên cứu kafka. Kết nối trao đổi nha!",2025-10-21T17:47:06.630Z
3b146a94-d614-47b9-a4e8-af4bd0f7109a,fe527271-ce91-4644-a018-7fa2f0e28a39,4924ff01-0acd-442e-967e-fc569cd11704,Mình có vài câu hỏi về etl. Kết bạn để tiện trao đổi nha.,2025-07-28T09:41:35.872Z
86d9b9e8-265d-4379-b964-e47f79c50970,0a114acf-fc11-4e6b-beb8-c44599ba4839,3bb1b531-fbd7-4f87-943d-a2aca378058e,"Chào bạn, mình cũng đang nghiên cứu cloud computing. Kết nối trao đổi nha!",2025-09-11T08:13:31.345Z
2c41f6fc-ae56-40cb-b35a-6a4ab1affd33,372ee66e-0d57-4649-8a97-524a5d2eed68,ede4f673-ebe3-41d7-8a85-fd5ba1af2c63,Cùng tham gia cộng đồng real-time analytics cho vui nhé! Kết nối thôi!,2025-07-28T00:21:19.081Z
3e5faa4e-8b91-4131-9efe-3c88aeddd614,7649be1d-d361-4ee6-b659-95b46b8e2c16,308cb676-df98-4e25-aa7d-088ca0267715,"Chào bạn, mình cũng đang nghiên cứu etl. Kết nối trao đổi nha!",2025-10-14T22:30:01.368Z
efda0a8d-b086-4685-b13f-4789c15a3d2e,f19f86e4-a2aa-4bd0-b618-7b4dae874d13,4ae66906-8914-4f89-adf1-eb679f39700b,Cùng tham gia cộng đồng nosql cho vui nhé! Kết nối thôi!,2025-08-29T23:34:37.476Z
db4e7351-6830-49e1-9dba-b1e25c44b93a,dda01c3d-e1bb-47f6-8e91-87f04ab414f2,83e18bf1-a844-4e79-a23c-6b7ff1f32e9b,Mình đang xây dựng dự án recommendation systems. Hy vọng được kết nối cùng bạn.,2025-05-01T11:18:51.785Z
ef580757-9ffc-41d3-b200-bc11187876cc,78f31ad5-7e26-4eee-a5c4-bc65caeddc96,f6fad6ea-1dd2-423b-83cd-2681fa88ad4c,"Hello, bạn có hứng thú với kafka không? Mình muốn mở rộng network.",2025-09-24T08:35:30.568Z
7dbf7551-fd3e-4042-bf57-8dd8b75a2dad,bf8d6355-462e-4f25-8aa2-738577f6e863,504d0b61-1b14-4edf-bb28-fed9ca3647d6,"Hello, bạn có hứng thú với information retrieval không? Mình muốn mở rộng network.",2025-08-17T21:47:51.778Z
64b20a44-1036-496a-bbe8-5822119f4e35,2d33ca18-25e9-4fd7-9d93-0b2dbb531b92,9f7008e3-a896-4e81-aee9-0f9c38395c5c,Mình có vài câu hỏi về real-time analytics. Kết bạn để tiện trao đổi nha.,2025-10-16T22:20:11.722Z
808c21ed-669a-429a-9682-a583fde1af45,408a4287-a009-46cc-b93c-033b50f218a7,01bf011f-5755-4beb-8b75-0ff21f6c13da,Thấy bạn chia sẻ nhiều về blockchain. Mình rất muốn kết nối để học hỏi thêm.,2024-10-13T03:38:38.492Z
fedfbb54-6cb5-487f-9972-df5d36f48d49,ab4ddbef-a938-4baf-9953-6c1c265672b5,992e9ca8-9a5a-46be-a272-0527be247e07,Cùng tham gia cộng đồng smart city cho vui nhé! Kết nối thôi!,2025-03-30T11:56:11.780Z
7cb42a53-40c1-4d59-b25c-eafced84c912,6c3be1e0-39ec-4ed1-9ed1-1d09e1460775,3e3d9a68-f4fd-4963-b552-48a2dcca7c20,Thấy bạn chia sẻ nhiều về kafka. Mình rất muốn kết nối để học hỏi thêm.,2025-10-04T21:46:16.123Z
8f451a81-17e7-4cfb-8752-58757465df39,423e7258-67e2-4080-a84d-17d2bb2a8264,98f947df-8449-4bce-97bd-9a00b67f4baf,Mình có vài câu hỏi về scala. Kết bạn để tiện trao đổi nha.,2025-05-22T12:53:11.764Z
3c9608a3-8c7f-40bf-96f9-170c68dd802a,e36fe8fb-b3dd-459d-b06c-523fd11da5bc,465f1c39-8c27-4717-bb2d-754a6f2ca5f0,"Chào bạn, mình cũng đang nghiên cứu azure. Kết nối trao đổi nha!",2025-08-13T07:39:46.134Z
e16e0167-154e-4ffe-b1c0-dcc77d7b2326,7530d941-b6ff-4324-b3b3-66e669bb401c,e54bec7c-3096-40b6-90d6-91d5d52d3565,Thấy bạn chia sẻ nhiều về llmops. Mình rất muốn kết nối để học hỏi thêm.,2024-07-17T13:23:07.140Z
9ad957ab-8c3a-467a-9b9f-f6ad1c423827,7ed6c59e-e7fb-43cf-9271-d80bca906ede,5e6390ad-9a86-48df-a329-bde1c8d666f8,"Hello, bạn có hứng thú với data privacy không? Mình muốn mở rộng network.",2025-04-17T16:14:15.853Z
52696348-ceca-4072-bc7d-4974d6cb6d02,c3f1d3c3-1d84-44e0-a538-4be3843111b9,08729aaf-63e8-46fe-a189-317e0d97685d,Cùng tham gia cộng đồng mobile development cho vui nhé! Kết nối thôi!,2025-10-06T13:13:24.939Z
e47ead2f-bf9d-4803-978b-3aa0f1dbdff0,776bf3b6-ab98-41f4-bf85-47929434c6dc,49c96a33-36b4-47cc-b913-6372b0fce0f7,Cùng tham gia cộng đồng real-time analytics cho vui nhé! Kết nối thôi!,2025-10-13T19:18:55.376Z
6546fc6a-ba3e-4c48-8a6f-cc4071c6c0e0,e3497345-ac79-42e4-97c8-856083325a25,e932e774-89cf-4dc2-bae3-e9b476aac166,"Hello, bạn có hứng thú với data visualization không? Mình muốn mở rộng network.",2025-10-06T20:24:12.647Z
cac28867-a915-4aae-9488-3cac92ef81b9,48d97fff-6255-475c-8e26-ab51828ea1dc,9cab4375-991b-42d6-accb-d22c34029887,"Chào bạn, mình cũng đang nghiên cứu hadoop. Kết nối trao đổi nha!",2025-10-09T16:53:47.652Z
058169c2-45b0-4d02-bc93-c01b1d523a05,46ac5dac-a336-4c32-a5cd-726cf70cc35c,93be7220-5af7-4744-9305-47261e831b29,Mình đang xây dựng dự án data visualization. Hy vọng được kết nối cùng bạn.,2025-02-16T21:26:43.526Z
b62899e5-3c82-470b-a8fb-806eb08f89cb,21e8a7f7-6523-4aee-9c07-e60bfe586fa9,46b35d23-9af3-47ad-9553-1994fb10903e,"Hello, bạn có hứng thú với aws không? Mình muốn mở rộng network.",2025-01-04T06:46:15.655Z
368f28be-fedf-4783-9cf9-c387620d6342,0171cd0c-c0ac-4a48-aa4f-1eb79514691e,a5fcac02-aadd-4c31-b7bb-8dd95f543c62,Mình có vài câu hỏi về natural language processing. Kết bạn để tiện trao đổi nha.,2025-06-02T09:39:44.215Z
3527844a-818b-4748-a0e3-fa89f3dcd443,ea143205-e8a6-4301-a359-e30e804d5680,4e1bdced-5bcd-4727-897d-fae0c58632b5,"Chào bạn, mình cũng đang nghiên cứu gen ai. Kết nối trao đổi nha!",2025-09-25T19:04:19.313Z
db47dacf-86e0-4dc6-a0da-436d83d576b6,48e2ce6a-eb69-42b0-9d4d-1011bafd8b43,97d6cf54-11cb-4af0-ad14-3f36032bff48,Cùng tham gia cộng đồng etl cho vui nhé! Kết nối thôi!,2025-08-20T12:54:24.796Z
a61a020e-7caa-4db0-ac5f-fa0f75ac08b6,799bb7ed-2cf1-444e-9d1d-6a625543da35,6e79c23d-2b43-42d6-9b5e-c9c6399fced3,Thấy bạn chia sẻ nhiều về gen ai. Mình rất muốn kết nối để học hỏi thêm.,2025-04-29T18:44:10.983Z
500c95e7-6c36-4f5a-add6-e79736a260ad,7aa9e55c-e6a7-4cd7-85f3-e435c8e72a10,204c0266-fcaf-4ebf-8cfd-8e0bdbb70ada,"Chào bạn, mình cũng đang nghiên cứu gcp. Kết nối trao đổi nha!",2025-04-29T22:25:58.368Z
6ba84309-8a8d-458a-b0f4-ccfc21cb2f28,477ea056-19b8-4091-8b69-6e39c1653c45,9bcd8c79-2d60-4400-9855-e0999a31257c,Cùng tham gia cộng đồng gen ai cho vui nhé! Kết nối thôi!,2025-07-11T04:35:54.071Z
4bcbd51e-c693-41f9-adcc-e334626e92d9,ea143205-e8a6-4301-a359-e30e804d5680,0373ef9e-b7aa-46c6-90be-3d0955030f52,"Chào bạn, mình cũng đang nghiên cứu distributed systems. Kết nối trao đổi nha!",2025-06-27T07:46:11.671Z
9e6409cb-fdab-4eb8-9360-6a593155e623,b05c4e99-9ca6-42c2-b5d4-a697567ef904,436c407f-9d12-41a8-9002-5ba7988a59ac,Cùng tham gia cộng đồng natural language processing cho vui nhé! Kết nối thôi!,2025-10-08T08:48:43.208Z
88f5c8ac-0be8-4ce4-95a9-babf66f84139,1426508b-9c3a-4b36-ba1b-43d13594abba,10b82b68-ba05-4998-8c13-c7e592ac1c49,"Chào bạn, mình cũng đang nghiên cứu data privacy. Kết nối trao đổi nha!",2025-08-31T13:04:41.192Z
52452c5d-08df-4efa-9af2-e45242c0ad91,27cc79ab-5c41-4d10-a84f-3064dfb49dc9,1e9e3b89-ced4-4755-a051-39c51940c3a3,"Hello, bạn có hứng thú với spark không? Mình muốn mở rộng network.",2025-10-13T12:15:32.660Z
69e126b4-93db-43bf-a756-0e7c79cee645,9aa732cc-a9aa-4dc2-9037-ab6f3f2d08fe,e15e0352-4feb-48b9-a636-5bf8aab3dc69,Thấy bạn chia sẻ nhiều về golang. Mình rất muốn kết nối để học hỏi thêm.,2025-09-06T06:12:23.362Z
2c849e93-9356-4f46-a173-5236ab1d7111,2f8c2d52-2d9c-4e87-acfc-803cdbc752e7,b1665192-2545-49b4-aad9-68e92da089db,Mình đang xây dựng dự án data warehousing. Hy vọng được kết nối cùng bạn.,2025-04-10T03:52:21.710Z
413dd3c3-5df2-406a-ba61-11d1fd9292cb,293867a5-6017-44a8-afdd-085d563c7e3c,b5b69607-1e80-412e-86f9-28c8f4c0711c,Cùng tham gia cộng đồng information retrieval cho vui nhé! Kết nối thôi!,2025-06-27T19:21:38.682Z
31e25d4a-6854-4ff4-afc8-65f30f83fad5,ac61d935-b996-47c5-b710-5704057d2295,53e90aba-2efc-46c0-b533-a15a711695b6,Mình đang xây dựng dự án computer vision. Hy vọng được kết nối cùng bạn.,2025-10-07T14:39:34.395Z
1f06f5ef-f3eb-4804-86c4-0e3ed7abd652,17392198-ac32-4384-bde9-42a05996fc5f,bffebd88-3643-4528-afa4-ddbb4d946430,Thấy bạn chia sẻ nhiều về gen ai. Mình rất muốn kết nối để học hỏi thêm.,2025-10-01T13:16:54.679Z
af332cc1-8e44-41f3-add1-b3bc7c0bf65b,08f21469-ed91-4875-b4aa-4a5493ba41c3,5f7dbe6e-1c4d-4be6-98e6-3ab5f15f6ecb,Cùng tham gia cộng đồng information retrieval cho vui nhé! Kết nối thôi!,2025-08-07T04:01:29.954Z
0ea545ee-ae43-4b9d-8c24-3d87103c720c,8b137f23-57ff-404e-9d58-cf000a901d37,d9cae3d3-0be8-4b7d-808c-9168af1c6f0b,Mình đang xây dựng dự án gcp. Hy vọng được kết nối cùng bạn.,2024-10-13T02:20:14.387Z
87136204-09a8-4f01-86b1-f7ad45202f59,4efab401-ca1d-4afb-91b4-8f6686a99989,23007344-f499-4954-90e4-6327e4f4da24,Thấy bạn chia sẻ nhiều về edge computing. Mình rất muốn kết nối để học hỏi thêm.,2025-09-23T06:51:05.543Z
c7f72fb8-d9f2-45c8-866f-4793b390f620,a19b3c7d-7f89-4733-b90d-51513ee213e9,e393be41-0d08-493c-af40-b081c32addf1,Cùng tham gia cộng đồng fintech cho vui nhé! Kết nối thôi!,2025-09-13T01:42:25.606Z
33bae146-0ab1-4f33-a66f-6dc92f2f3c93,e19ae26c-1021-410a-9fcd-620bcfd98ebe,08a90884-1379-44c7-9827-a54cf90f3d2a,Mình có vài câu hỏi về aws. Kết bạn để tiện trao đổi nha.,2025-09-20T17:32:57.058Z
5ac5d4ca-9a45-48b9-969c-1c7e6ade38b6,3143cfba-6734-4c62-a023-262f5ddbe4fc,c3f1d3c3-1d84-44e0-a538-4be3843111b9,"Hello, bạn có hứng thú với fintech không? Mình muốn mở rộng network.",2025-09-20T06:17:58.063Z
5364cf9f-0f70-4b42-aaf8-a99da7595771,dcf6d98a-d6e0-4f8d-949b-83d2e162f59f,f8c434cb-2950-4f70-8ade-2000e791babb,Mình có vài câu hỏi về graph databases. Kết bạn để tiện trao đổi nha.,2025-01-31T20:14:24.402Z
87cd7874-3491-425e-bd74-a5bac54dd5e4,e13c34a0-6ec4-4e50-b7bb-c82ca6e75ac5,47d162e6-700e-4b8a-bbd5-17b0d47d19f9,Mình đang xây dựng dự án information retrieval. Hy vọng được kết nối cùng bạn.,2025-06-26T19:56:14.183Z
b6cf63f2-2594-43e1-a0db-9ddb9e75c11c,7fc86997-f5fe-4f33-9d7b-0222659ba855,7fd1e7ad-9422-4605-8117-7d9021d1b3d1,Thấy bạn chia sẻ nhiều về cloud computing. Mình rất muốn kết nối để học hỏi thêm.,2024-09-26T02:23:41.774Z
